David Shepherd	Edmonton-City Centre	David Shepherd is an ever-present and dynamic advocate for the communities he represents in downtown Edmonton. David has been a fierce champion for the technology and innovation sector, affordable housing, mental health and public healthcare.During his time as an MLA, David worked extensively on anti-racism policy, including the Anti-Racism Act, which provides a framework for gathering race-based data.Outside of his role as the MLA for Edmonton-City Centre, David is an avid cyclist and a life-long resident of Edmonton.Before entering politics, David worked in communications and as a musician and studio engineer.
Parmeet Singh Boparai	Calgary-Falconridge	Parmeet Singh Boparai is a longtime resident of Northeast Calgary with his wife and two children. As an engineer, small businessman, and a community advocate, he is well aware of issues facing Alberta families.He has served the community as president of Dashmesh Culture Centre and chairman of Khalsa School Calgary. He has also mentored youth including helping those interested in joining the Canadian Forces. He volunteers with non-profit organizations in important issues like mental health, substance use, and anti-bullying.
Lori Sigurdson	Edmonton-Riverview	Lori Sigurdson has been a social worker for over 30 years, dedicated to creating a just society. Elected in 2015, Lori held several ministerial roles and is the Critic for Seniors and Housing and Mental Health and Addictions.Lori mentors future social workers as an instructor and as a field placement supervisor. She was awarded the John Hutton Memorial Award for social action and policy to recognize her outstanding contributions.Lori is a cancer survivor and grateful for the world class care she received at the University of Alberta Hospital. Lori and her three sons call Edmonton home.
Andrew Stewart	Calgary-Hays	Andrew Stewart is a Criminal Defence Lawyer who runs his own practice and supports law students through a non-profit charity that provides year-round free legal services for those who can’t afford it.Andrew studied law at the University of Manitoba, and music at Queen’s University before returning back to Alberta where he was born and raised.Andrew has volunteered his time with the Asian Heritage Foundation, the Chinatown Business Revitalization Zone, and the Calgary Comic and Entertainment Expo.Andrew lives in New Brighton with his wife Gillian and their greyhound.
Heather Sweet	Edmonton-Manning	Heather Sweet has been the MLA for Edmonton-Manning since 2015 and strives to build a better future for her community and for all Albertans.Prior to 2015, Heather worked as a social worker with a focus on at-risk youth and was active in her union. She is currently the Opposition Critic for Agriculture, Forestry and Rural Economic Development.Heather is passionate about her community and works in partnership with area organizations to plan events for her neighbours, and was the chair of the Local 006 Edmonton and Area Human Service Workers.Heather lives in Edmonton-Manning with her two dogs.
Landen Tischer	Athabasca-Barrhead-Westlock	Landen Tischer is an oil and gas worker installing pipelines and underground utilities.  He also farms wheat and canola on his family’s farm.Active in his community, Landen leads worship at his church and volunteers with the Barrhead Street Festival and Trunk or Treat. Landen is focused on the things that matter to you: making sure you have access fo a doctor, helping families manage the affordability crisis and building a resilient economy with good-paying jobs and investment opportunities.Landen lives in Barrhead with his wife and newborn daughter.
Lizette Tejada	Calgary-Klein	Lizette is a lifelong Calgarian and community organizer who works everyday to help people who are struggling with the high cost of living, lack of family doctors and cuts to our education system.Lizette has volunteered with the Calgary Women’s Centre, and with new Canadians at the YWCA's ESL program. Her experience as treasurer for her housing co-op has given her great perspective on the high cost of housing and its impact on families.Lizette was raised by hardworking immigrant parents and she is the mom of two teenage daughters. She works as the constituency manager for MLA Kathleen Ganley.
Bill Tonita	Strathcona-Sherwood Park	Bill Tonita is a true community leader who has spent his entire career in education, community building, and in public service helping people.As an educator for over 35 years, Bill has been an instrumental player in the education system to help students succeed, and works to improve the lives of residents every day as a Strathcona County Councillor for two terms.Bill holds a Bachelor of Arts and Bachelor of Education, a Masters Degree in Educational Administration, and lives in Sherwood Park with his wife Marla.
Rosman Valencia	Calgary-East	Rosman Valencia believes Albertans deserve a strong, public education system. Starting his teaching career in Forest Lawn where he currently lives, Rosman now teaches a split class of grades 3 and 4.Rosman moved to Canada from the Philippines in 2015 where he became involved with his neighbourhood associations and brought his community together through the organization of the local Pride events.Before moving to Canada, Rosman was elected as a Barangay Youth Alderman in Caloocan City, ran youth leadership training programs, and is now the Vice President of the End of the Rainbow Foundation in Calgary.
Jaelene Tweedle	Red Deer-North	Jaelene Tweedle is dedicated to the education of Red Deer’s kids. Volunteering her time with local schools, Jaelene has held a variety of roles to help children put their best foot forward into the future.Jaelene moved to Red Deer from Devon in 2008, and has called the north area of the city home with her husband, their three children and two dogs.Before starting her volunteer work with schools, Jaelene worked as an administrative worker in the oilfield taking care of payroll, benefits, and quality control for workers.
Kevin Van Tighem	Livingstone-Macleod	Kevin Van Tighem has had a lifelong commitment to Alberta’s well-being. As a conservationist, author, and the former Superintendent of Banff National Park, Kevin dedicated his professional career to Alberta's betterment.Born in Calgary, Kevin and his wife Gail raised their three children in Waterton and their property along the Oldman River. His dedication to public service is founded on respect for our communities, land and waters.Kevin was key in successful efforts of Nature Conservancy of Canada to protect ranching from development pressure. Kevin has also served on the board of the Livingstone Landowners Group.
Peggy Wright	Edmonton-Beverly-Clareview	Peggy Wright is a teacher, mom, daughter, and advocate committed to the real needs of families here in Edmonton-Beverly-Clareview.Peggy has been teaching in northeast Edmonton for more than 20 years and is currently an Assistant Principal. She knows our kids deserve a modern, inclusive curriculum.Peggy has seen first-hand the need for relief for families suffering the worst affordability crisis in 40 years, and the effects of our healthcare crisis. She will work relentlessly to strengthen public healthcare and build a resilient jobs economy that will benefit generations to come.
